Time,Temp,Pressure,Height (ft),Euler X,Euler Y,Euler Z,Ang  x,Ang  y,Ang z,Linear accel x,Linear accel y,Linear accel z
672583,35.89,847.43,4085.36,93.94,-28,-68,0.26,0.11,1.44,4.56,-7.76,-3.56
672609,35.89,847.37,4087.1,92.38,-26.56,-68.69,0.26,0.1,1.43,4.25,-8.01,-3.48
672634,35.89,847.37,4087.1,90,-24.44,-69.56,0.26,0.09,1.42,4.04,-8.15,-3.42
672656,35.89,847.32,4088.75,88.5,-23,-70.12,0.27,0.07,1.41,3.69,-8.3,-3.36
672681,35.89,847.32,4090.31,86.94,-21.5,-70.69,0.27,0.07,1.41,3.38,-8.4,-3.3
672708,35.89,847.27,4090.31,84.69,-19.38,-71.5,0.28,0.05,1.4,3.2,-8.53,-3.24
672730,35.89,847.22,4091.85,82.44,-17.19,-72.19,0.28,0.04,1.39,2.83,-8.69,-3.15
672756,35.89,847.22,4093.35,80.94,-15.69,-72.69,0.29,0.03,1.38,2.66,-8.82,-3.12
672781,35.89,847.17,4093.35,79.44,-14.25,-73.12,0.29,0.01,1.37,2.25,-8.87,-3
672803,35.89,847.13,4094.76,77.25,-12.06,-73.75,0.3,0,1.37,2.11,-8.99,-2.99
672830,35.89,847.13,4096.12,75.81,-10.62,-74.19,0.3,-0.01,1.36,1.71,-9.03,-2.91
672857,35.89,847.08,4096.12,73.62,-8.44,-74.75,0.3,-0.02,1.35,1.47,-9.12,-2.84
672879,35.89,847.04,4097.44,72.25,-7,-75.19,0.3,-0.04,1.34,1.14,-9.2,-2.76
672903,35.89,847.04,4098.71,70.06,-4.81,-75.69,0.3,-0.05,1.34,0.82,-9.23,-2.7
672931,35.89,847,4098.71,68.69,-3.38,-76.06,0.3,-0.06,1.34,0.53,-9.24,-2.64
672953,35.9,846.97,4099.88,66.56,-1.19,-76.62,0.3,-0.07,1.34,0.24,-9.31,-2.55
672979,35.9,846.97,4101.03,65.12,0.25,-76.94,0.3,-0.08,1.34,-0.03,-9.33,-2.52
673004,35.9,846.93,4101.03,63,2.44,-77.44,0.3,-0.1,1.34,-0.38,-9.31,-2.43
673026,35.9,846.89,4102.13,61.56,3.94,-77.75,0.3,-0.1,1.34,-0.66,-9.33,-2.35
673051,35.9,846.89,4103.18,60.19,5.44,-78.06,0.3,-0.12,1.34,-0.91,-9.33,-2.28
673073,35.9,846.86,4103.18,58.06,7.62,-78.56,0.3,-0.13,1.33,-1.27,-9.27,-2.23
673097,35.9,846.86,4104.1,56.69,9.12,-78.88,0.3,-0.15,1.33,-1.49,-9.27,-2.16
673123,35.9,846.83,4104.1,55.31,10.62,-79.19,0.29,-0.15,1.33,-1.87,-9.23,-2.04
673148,35.9,846.8,4105.01,53.25,12.81,-79.62,0.29,-0.17,1.33,-2.06,-9.19,-2
673174,35.9,846.8,4105.85,51.88,14.31,-79.94,0.29,-0.18,1.33,-2.49,-9.15,-1.89
673198,35.9,846.78,4105.85,49.75,16.56,-80.38,0.28,-0.2,1.34,-2.66,-9.03,-1.85
673224,35.9,846.75,4106.7,48.38,18.06,-80.69,0.28,-0.21,1.33,-3.06,-8.98,-1.75
673249,35.9,846.75,4106.7,46.38,20.31,-81.19,0.28,-0.21,1.33,-2.51,-7.7,-2.65
673271,35.9,846.74,4107.06,44.94,21.75,-81.44,0.24,-0.2,1.32,-4.23,-9.15,-0.33
673295,35.9,846.74,4107.47,43.56,23.25,-81.75,0.26,-0.25,1.33,-3.82,-8.89,-1.49
673323,35.9,846.73,4107.47,41.56,25.5,-82.25,0.26,-0.27,1.32,-3.84,-8.51,-1.51
673345,35.9,846.71,4107.91,39.56,27.75,-82.69,0.25,-0.26,1.32,-4.63,-8.46,-1.35
673370,35.9,846.71,4108.36,38.19,29.25,-83.06,0.24,-0.29,1.32,-4.57,-8.33,-1.29
673395,35.9,846.7,4108.36,36.88,30.75,-83.38,0.24,-0.28,1.32,-5.09,-8.06,-1.21
673421,35.9,846.68,4108.86,34.88,33,-83.94,0.23,-0.3,1.32,-5.15,-8.04,-1.15
673446,35.9,846.68,4109.29,33.5,34.5,-84.31,0.22,-0.31,1.32,-5.59,-7.79,-1.04
673502,35.9,846.67,4109.29,29.5,38.94,-85.56,0.21,-0.33,1.31,-5.97,-7.45,-0.86
673527,35.9,846.67,4109.64,28.19,40.44,-86,0.19,-0.34,1.32,-6.33,-7.21,-0.78
673552,35.9,846.66,4109.64,26.25,42.62,-86.69,0.18,-0.35,1.31,-6.48,-7.03,-0.68
673578,35.89,846.65,4109.99,24.88,44.12,-87.19,0.17,-0.36,1.32,-6.79,-6.81,-0.61
673602,35.89,846.65,4110.26,22.94,46.38,-88,0.17,-0.37,1.32,-6.93,-6.62,-0.51
673624,35.89,846.64,4110.26,21.62,47.81,-88.56,0.15,-0.38,1.31,-7.2,-6.41,-0.44
673648,35.89,846.64,4110.54,20.31,49.31,-89.19,0.14,-0.38,1.32,-7.36,-6.19,-0.33
673676,35.89,846.63,4110.54,18.38,51.5,-90.19,0.14,-0.39,1.31,-7.64,-5.99,-0.31
673698,35.89,846.62,4110.71,16.44,53.62,-91.31,0.12,-0.4,1.31,-7.81,-5.72,-0.19
673723,35.89,846.62,4110.92,15.12,55.06,-92.12,0.11,-0.41,1.31,-7.93,-5.54,-0.1
673748,35.89,846.62,4110.92,13.88,56.5,-93,0.1,-0.41,1.3,-8.12,-5.21,0.01
673774,35.89,846.61,4111.05,11.94,58.62,-94.44,0.09,-0.42,1.3,-8.27,-5.04,0.07
673830,35.89,846.61,4111.16,8.12,62.75,-98.06,0.06,-0.43,1.29,-8.62,-4.41,0.33
673854,35.89,846.61,4111.17,6.88,64.06,-99.5,0.05,-0.43,1.28,-8.75,-4.21,0.4
673880,35.89,846.61,4111.17,5.62,65.38,-101.06,0.03,-0.43,1.28,-8.9,-3.87,0.52
673905,35.89,846.61,4111.1,3.81,67.31,-103.75,0.01,-0.44,1.27,-8.9,-3.65,0.6
673930,35.89,846.61,4111,2.56,68.56,-105.88,-0.01,-0.44,1.27,-9.04,-3.32,0.69
673955,35.88,846.61,4111,0.75,70.31,-109.44,-0.01,-0.45,1.26,-9.11,-3.12,0.77
673981,35.89,846.62,4110.85,359.56,71.44,-112.19,-0.03,-0.45,1.26,-9.25,-2.81,0.9
674005,35.89,846.62,4110.85,357.75,73.06,-117,-0.04,-0.45,1.27,-9.33,-2.56,0.97
674028,35.89,846.62,4110.68,356.56,74.06,-120.75,-0.06,-0.45,1.26,-9.37,-2.24,1.09
674052,35.89,846.62,4110.46,355.38,74.94,-124.94,-0.07,-0.45,1.26,-9.38,-2,1.18
674080,35.89,846.63,4110.46,353.62,76.12,-132.12,-0.09,-0.45,1.26,-9.49,-1.8,1.23
674102,35.89,846.64,4110.16,351.81,77.06,-140.5,-0.1,-0.44,1.25,-9.58,-1.42,1.35
674128,35.89,846.64,4109.81,350.69,77.5,-146.62,-0.11,-0.44,1.25,-9.57,-1.22,1.42
674153,35.89,846.65,4109.81,349.5,77.75,-153.12,-0.13,-0.44,1.25,-9.6,-0.85,1.57
674175,35.89,846.66,4109.43,347.75,77.88,-163.12,-0.14,-0.44,1.25,-9.59,-0.65,1.64
674200,35.89,846.66,4109.43,346.62,77.69,-169.69,-0.15,-0.43,1.25,-9.58,-0.42,1.72
674222,35.89,846.68,4108.99,344.94,77.19,-179.06,-0.17,-0.43,1.24,-9.55,-0.06,1.82
674246,35.89,846.68,4108,343.81,76.69,175.19,-0.18,-0.42,1.25,-10.22,1.76,2.41
674273,35.89,846.71,4108,342.62,76.06,169.94,-0.16,-0.39,1.25,-0.86,-1.38,-36.65
674295,35.89,846.73,4107.27,340.88,74.94,163,-0.18,-0.34,1.25,-10.12,0.34,-0.7
674322,35.89,846.73,4106.68,339.62,74.19,158.75,-0.17,-0.29,1.28,-9.62,1.2,2.06
674347,35.89,846.75,4106.68,337.88,72.88,153.12,-0.2,-0.29,1.28,-9.45,1.37,2.12
674369,35.89,846.77,4106.03,336.69,71.88,149.94,-0.21,-0.3,1.28,-9.31,1.64,2.31
674395,35.89,846.77,4105.32,335.5,70.88,147.06,-0.23,-0.29,1.27,-9.12,1.72,2.27
674417,35.89,846.77,4105.32,333.75,69.25,143.44,-0.23,-0.29,1.27,-9.04,1.88,2.96
674439,35.89,846.77,4105.32,332.62,68.19,141.31,-0.25,-0.28,1.26,-9.13,2.15,2.48
674461,35.89,846.77,4105.32,331.5,67.06,139.5,-0.26,-0.28,1.24,-8.96,2.65,2.3
674483,35.89,846.77,4105.32,330.38,65.94,137.94,-0.27,-0.28,1.25,-8.92,2.66,2.45
674505,35.89,846.77,4105.32,328.75,64.19,135.81,-0.29,-0.28,1.24,-8.75,2.8,2.53
674527,35.89,846.77,4105.32,327.69,63,134.62,-0.3,-0.27,1.24,-8.69,3.08,2.36
674549,35.89,846.77,4105.32,326.62,61.81,133.56,-0.31,-0.27,1.21,-8.26,3.26,2.54
674571,35.89,846.77,4105.32,325.62,60.62,132.62,-0.32,-0.26,1.18,-9.08,3.48,2.4
674593,35.89,846.77,4105.32,324.62,59.5,131.88,-0.34,-0.27,1.17,-8.57,3.69,2.54
674615,35.89,846.77,4105.32,323.19,57.75,130.94,-0.35,-0.27,1.13,-8.24,3.68,2.78
674637,35.89,846.77,4105.32,322.31,56.62,130.44,-0.37,-0.27,1.11,-8.14,4.11,2.74
674659,35.89,846.77,4105.32,321.38,55.5,130,-0.38,-0.27,1.13,-8.04,4.29,2.79
674681,35.89,846.77,4105.32,320.44,54.31,129.56,-0.4,-0.27,1.15,-7.92,4.24,2.87
674703,35.89,846.77,4105.32,319.56,53.12,129.25,-0.41,-0.27,1.14,-7.87,4.43,2.9
674725,35.89,846.77,4105.32,318.69,52,129,-0.42,-0.25,1.13,-7.8,4.79,3.01
674747,35.89,846.77,4105.32,317.44,50.31,128.62,-0.42,-0.25,1.07,-7.48,4.9,3.05
674769,35.89,846.77,4105.32,316.62,49.19,128.5,-0.43,-0.25,1.06,-6.97,5.07,2.95
674791,35.89,846.77,4105.32,315.88,48.19,128.44,-0.44,-0.22,0.99,-7.11,5.05,3.13
674813,35.89,846.77,4105.32,315.19,47.19,128.38,-0.44,-0.21,0.99,-7.16,5.25,3.22
674835,35.89,846.77,4105.32,314.5,46.19,128.31,-0.45,-0.2,0.99,-6.76,5.44,3.14
674857,35.89,846.77,4105.32,313.44,44.62,128.31,-0.46,-0.2,1,-6.79,5.58,3.2
674879,35.89,846.77,4105.32,312.75,43.62,128.25,-0.45,-0.18,1.08,-6.98,5.73,3.46
674901,35.89,846.77,4105.32,311.81,42.44,128.12,-0.44,-0.17,1.23,-6.52,5.81,3.43
674923,35.89,846.77,4105.32,310.94,41.31,128,-0.44,-0.15,1.19,-6.24,5.82,2.91
674945,35.89,846.77,4105.32,310.06,40.19,127.94,-0.44,-0.13,1.15,-6.23,6.09,3.61
674967,35.89,846.77,4105.32,309.25,39.12,127.88,-0.45,-0.11,1.16,-6.06,6.01,3.82
674989,35.89,846.77,4105.32,308,37.5,127.81,-0.45,-0.11,1.12,-5.92,6.11,3.88
675049,35.89,846.77,4105.32,306.06,34.69,128,-0.45,-0.09,0.94,-5.14,6.27,3.78
675071,35.89,846.77,4105.32,305.5,33.81,128.12,-0.45,-0.08,0.92,-5.31,6.66,3.97
675093,35.89,846.77,4105.32,304.88,33,128.25,-0.45,-0.08,0.93,-5.12,6.59,4.09
675115,35.89,846.77,4105.32,304.31,32.12,128.44,-0.45,-0.08,0.9,-5.07,6.68,4.18
675137,35.89,846.77,4105.32,303.81,31.31,128.56,-0.43,-0.06,0.88,-4.87,6.54,4.25
675159,35.89,846.77,4105.32,303.31,30.56,128.69,-0.4,-0.04,0.78,-4.72,6.38,4.24
675181,35.89,846.77,4105.32,302.69,29.56,128.88,-0.35,-0.03,0.69,-4.58,6.27,4.39
675203,35.89,846.77,4105.32,302.31,29,129,-0.32,-0.03,0.63,-4.28,6.04,4.42
675225,35.89,846.77,4105.32,301.94,28.44,129.12,-0.27,-0.01,0.58,-4.16,5.99,4.52
675281,35.89,846.77,4105.32,300.94,27.12,129.19,-0.15,0.01,0.45,-4.35,5.85,4.67
675303,35.89,846.77,4105.32,300.69,26.88,129.19,-0.06,0,0.28,-4.62,5.29,4.54
675325,35.89,846.77,4105.32,300.44,26.75,129.12,0.03,-0.03,0.09,-4.73,5.48,4.67
675347,35.89,846.77,4105.32,300.25,26.69,129.06,0.08,-0.06,-0.02,-4.66,6.08,4.84
675369,35.89,846.77,4105.32,300.12,26.69,129,0.15,-0.08,-0.13,-3.63,3.44,5.28
675391,35.89,846.77,4105.32,300.06,27,128.81,0.4,-0.07,-0.56,-4.1,5.71,4.78
675413,35.89,846.77,4105.32,300.12,27.69,128.5,0.43,-0.07,-0.61,-4.28,5.76,4.5
675435,35.89,846.77,4105.32,300.19,28.19,128.25,0.48,-0.07,-0.69,-3.87,4.14,4.25
675457,35.89,846.77,4105.32,300.38,28.88,127.94,0.6,-0.05,-0.87,-4.38,4.68,3.84
675479,35.89,846.77,4105.32,300.62,29.69,127.62,0.65,-0.05,-0.98,-4.79,5.3,3.8
675501,35.89,846.77,4105.32,300.88,30.56,127.31,0.68,-0.05,-1.05,-5.08,5.39,3.68
675523,35.89,846.77,4105.32,301.31,31.94,126.88,0.67,-0.06,-1.07,-5.13,5.36,3.59
675545,35.89,846.77,4105.32,301.62,32.88,126.62,0.65,-0.08,-1.09,-5.16,5.19,3.45
675567,35.89,846.77,4105.32,301.94,33.81,126.5,0.62,-0.09,-1.13,-5.29,5.01,3.37
675589,35.89,846.77,4105.32,302.31,34.69,126.38,0.58,-0.12,-1.11,-5.31,5.14,3.29
675611,35.89,846.77,4105.32,302.69,35.62,126.38,0.52,-0.14,-1.08,-5.58,5.17,3.33
675633,35.89,846.77,4105.32,303.06,36.44,126.5,0.41,-0.18,-1.02,-5.57,5.11,3.36
675655,35.89,846.77,4105.32,303.56,37.56,126.81,0.33,-0.21,-0.97,-5.76,4.77,3.26
675677,35.89,846.77,4105.32,304,38.31,127.19,0.26,-0.25,-0.98,-5.67,4.72,3.32
675699,35.89,846.77,4105.32,304.44,38.94,127.69,0.17,-0.29,-0.94,-5.6,4.59,3.24
675721,35.89,846.77,4105.32,304.88,39.5,128.25,0.09,-0.32,-0.91,-5.75,4.42,3.3
675743,35.89,846.77,4105.32,305.38,40.06,129,-0.03,-0.38,-0.9,-5.87,4.33,3.38
675765,35.89,846.77,4105.32,305.94,40.56,129.88,-0.11,-0.42,-0.88,-6,4.15,3.41
675787,35.89,846.77,4105.32,306.88,41.12,131.44,-0.18,-0.45,-0.84,-5.96,4.14,3.53
675809,35.89,846.77,4105.32,307.56,41.5,132.56,-0.26,-0.48,-0.81,-6.07,4.1,3.63
675831,35.89,846.77,4105.32,308.25,41.69,133.81,-0.34,-0.51,-0.75,-6.12,3.98,3.74
675853,35.89,846.77,4105.32,309.06,41.88,135.12,-0.42,-0.53,-0.72,-6.25,3.82,3.77
675875,35.89,846.77,4105.32,309.88,41.94,136.5,-0.51,-0.55,-0.54,-6.26,3.89,3.92
675897,35.89,846.77,4105.32,311,41.81,138.5,-0.57,-0.56,-0.46,-6.2,3.88,4.08
675919,35.89,846.77,4105.32,311.81,41.69,139.88,-0.63,-0.56,-0.42,-6.32,3.76,3.87
675941,35.89,846.77,4105.32,312.69,41.44,141.25,-0.69,-0.56,-0.33,-6.38,3.79,3.9
675963,35.89,846.77,4105.32,313.56,41.12,142.56,-0.74,-0.54,-0.23,-6.47,3.68,3.97
675985,35.89,846.77,4105.32,314.5,40.75,143.88,-0.81,-0.52,-0.09,-6.33,3.56,4.02
676007,35.89,846.77,4105.32,316,40.12,145.75,-0.84,-0.5,-0.06,-5.53,2.94,2.66
676029,35.89,846.77,4105.32,317.12,39.75,146.94,-0.83,-0.44,-0.03,-5.78,3.2,4.09
676051,35.89,846.77,4105.32,318.25,39.38,148,-0.83,-0.37,0.08,-4.59,3.19,3.46
676073,35.89,846.77,4105.32,319.31,39,148.94,-0.83,-0.25,0.25,-3.19,3.74,3.04
676095,35.89,846.77,4105.32,320.44,38.56,149.5,-0.86,-0.07,0.58,-4.03,3.78,4.33
676117,35.89,846.77,4105.32,321.5,38.19,149.94,-0.88,0.08,0.8,-4.71,3.71,4.72
676139,35.89,846.77,4105.32,79.56,37.75,150.19,-0.87,0.27,1,-5.22,3.69,5.03
676161,35.89,846.77,4105.32,80.69,37.44,150.19,-0.85,0.35,1.05,-4.79,3.65,4.82
676183,35.89,846.77,4105.32,81.88,37.25,150.12,-0.81,0.43,1.09,-4.66,3.82,4.71
676205,35.89,846.77,4105.32,83,37.12,150,-0.77,0.52,1.15,-4.54,3.94,4.7
676227,35.89,846.77,4105.32,84.06,37,149.69,-0.72,0.58,1.2,-4.14,3.51,4.28
676249,35.89,846.77,4105.32,85.5,36.88,149.06,-0.6,0.68,1.21,-4.26,3.51,4.03
676271,35.89,846.77,4105.32,86.38,36.88,148.44,-0.5,0.73,1.18,-4.34,3.69,4.14
676293,35.89,846.77,4105.32,87.06,36.94,147.75,-0.39,0.75,1.12,-4.47,3.99,4.33
676315,35.89,846.77,4105.32,87.56,37,147.06,-0.29,0.74,1.06,-4.48,4.13,4.23
676337,35.89,846.77,4105.32,87.94,37.06,146.25,-0.19,0.72,0.98,-4.41,4.27,4.14
676359,35.89,846.77,4105.32,88.12,37.12,145.38,-0.03,0.63,0.82,-4.24,4.18,3.68
676381,35.89,846.77,4105.32,88.12,37.19,144.19,0.04,0.57,0.69,-4.38,4.47,3.92
676403,35.89,846.77,4105.32,88.06,37.25,143.38,0.1,0.5,0.57,-4.37,4.52,3.72
676425,35.89,846.77,4105.32,87.88,37.31,142.69,0.16,0.42,0.42,-4.2,4.36,2.93
676447,35.89,846.77,4105.32,87.75,37.5,142.06,0.25,0.35,0.21,-4.05,4.48,3.82
676506,35.89,846.77,4105.32,87.12,38.12,140.81,0.33,0.09,-0.2,-4.01,4.11,3.09
676528,35.89,846.77,4105.32,86.88,38.31,140.62,0.33,0.01,-0.28,-4.33,4.62,4.76
676550,35.89,846.77,4105.32,86.62,38.56,140.56,0.35,-0.11,-0.45,-4.52,4.38,4.52
676572,35.89,846.77,4105.32,86.19,38.88,140.56,0.34,-0.21,-0.52,-5.5,2.36,-1.82
676594,35.89,846.77,4105.32,85.88,39.06,140.81,0.34,-0.29,-0.6,-5.09,4.88,3.58
676616,35.89,846.77,4105.32,85.5,39.19,141,0.32,-0.36,-0.59,-4.91,1.88,1.44
676638,35.89,846.77,4105.32,84.75,39.06,141.19,0.35,-0.43,-0.36,-5.46,2.37,1.38
676697,35.89,846.77,4105.32,76.44,35.06,138.62,0.33,-0.61,1.41,-1.78,4.71,1.92
676719,35.89,846.77,4105.32,73.31,33.38,137.69,0.22,-0.55,1.77,-4.33,3.86,3.22
676741,35.89,846.77,4105.32,70.12,31.5,136.81,0.1,-0.49,1.92,-0.65,4.04,1.56
676763,35.89,846.77,4105.32,65.44,28.62,135.62,-0.02,-0.44,2.1,-2.66,4.5,3.87
676785,35.89,846.77,4105.32,62.31,26.56,135.06,-0.15,-0.46,2.23,-3.54,4.93,4.17
676807,35.89,846.77,4105.32,59.25,24.44,134.69,-0.27,-0.49,2.22,-3.69,4.87,3.92
676829,35.89,846.77,4105.32,56.19,22.31,134.44,-0.39,-0.48,2.27,-2.88,4.49,3.81
676851,35.89,846.77,4105.32,53.19,20.12,134.38,-0.46,-0.45,2.31,-2.14,5.15,3.55
676873,35.89,846.77,4105.32,50.25,18,134.44,-0.53,-0.38,2.3,-2.9,5.43,4.75
676895,35.89,846.77,4105.32,46.12,14.81,134.81,-0.67,-0.32,2.34,-2.71,5.39,4.96
676917,35.89,846.77,4105.32,43.5,12.81,135.19,-0.71,-0.25,2.27,-2.11,3.38,2.34
676939,35.89,846.77,4105.32,41.06,10.94,135.62,-0.67,-0.2,2.14,-1.94,4.86,1.36
676961,35.89,846.77,4105.32,192.19,9.56,136.06,-0.55,0.15,1.67,2.19,-2.13,-20.36
676983,35.89,846.77,4105.32,193.25,9.5,136.12,-0.07,0.76,0.35,5.21,2.96,-5.88
677005,35.89,846.77,4105.32,45,10.94,135.75,0.13,1.35,-0.08,8.24,1,-8.89
677027,35.89,846.77,4105.32,49.75,12.75,135.19,0.36,1.89,-0.69,8.88,0.87,-11.1
677049,35.89,846.77,4105.32,56.31,15.56,134.38,0.68,2.5,-1.58,10.64,-4.32,-20.42
677071,35.89,846.77,4105.32,64.81,19.69,133.12,0.94,3.34,-2.31,27.08,-9.61,-32.68
677093,35.89,846.77,4105.32,75.44,25.31,131.19,1.19,4.83,-2.89,32.11,-1.79,-32.84
677115,35.89,846.77,4105.32,87.56,32.06,128.19,1.02,7.07,-2.78,10.75,3.48,-14.98
677137,35.89,846.77,4105.32,105.06,42.69,121.06,0.63,7.5,-2.69,9.24,3.5,-14.77
677159,35.89,846.77,4105.32,115.31,49.25,114.31,0.21,7.71,-2.52,19.88,0.92,-20.92
677181,35.89,846.77,4105.32,124.75,54.94,104.62,-0.11,8.28,-2.69,15.5,2.67,-19.13
677203,35.89,846.77,4105.32,134.44,60,90.94,-0.52,8.73,-3.67,21.55,6.1,-27.68
677225,35.89,846.77,4105.32,144.62,63.19,71.25,-1.09,9.8,-4.49,30.52,11.55,-32.37
677247,35.89,846.77,4105.32,160.56,57.62,37.88,-3.06,13.09,-4.42,30.99,33.3,-34.79
677269,35.89,846.77,4105.32,170.25,44.31,28.12,-5.73,17.02,-2.01,32.42,37.46,-45.18
677291,35.89,846.77,4105.32,177.38,25.12,29.12,-7.56,20.15,0.95,15.92,15.94,-46.77
677345,35.89,846.77,4105.32,191.75,-25.75,50.94,-6.33,22.16,2.35,-33.72,0.37,-43.18
677367,35.89,846.77,4105.32,198.38,-40.06,69.5,-4.42,19.67,3.23,-32.28,-0.35,-27.57
677389,35.89,846.77,4105.32,207.19,-48.69,105.75,-2.9,16.62,5.25,-27.09,4.7,-29.51
677411,35.89,846.77,4105.32,212.44,-47.25,128,-1.22,14.84,6.64,-25.98,4.84,-25.89
677433,35.89,846.77,4105.32,219.62,-41.81,144.38,0.54,13.46,7.8,-24.48,8.11,-19.17
677455,35.89,846.77,4105.32,167.06,-34.88,154.38,2.2,11.82,8.79,-11.61,9.75,-13.73
677477,35.89,846.77,4105.32,180.38,-28,159.25,3.65,10.16,9.14,-9.51,11.86,-13.36
677499,35.89,846.77,4105.32,193.19,-22.06,160.19,5.21,7.93,8.7,-2.68,9.76,-10.21
677521,35.89,846.77,4105.32,210.94,-15.81,156.88,5.91,6.64,8.09,0.78,7.37,-9.62
677543,35.89,846.77,4105.32,221.69,-13.56,152.56,6.44,5.53,7.45,2.86,5.67,-7.67
677565,35.89,846.77,4105.32,231.81,-12.81,147.25,6.91,4.58,6.87,4.23,4,-6.18
677587,35.89,846.77,4105.32,240.38,-13.12,140.94,7.35,3.34,4.75,5.16,2.73,-7.53
677609,35.89,846.77,4105.32,29.94,-13.38,134,7.28,2.6,2.2,6.21,3.23,-7.3
677631,35.89,846.77,4105.32,43.19,-12.19,123.12,7.02,2.42,0,4.69,3.77,-6.94
677653,35.89,846.77,4105.32,51.88,-9.62,116,6.62,2.49,-1.63,4.41,3.91,-6.71
677675,35.89,846.77,4105.32,60.69,-5.75,109.25,6.14,2.71,-2.98,3.28,4.41,-6.44
677697,35.89,846.77,4105.32,69.94,-0.62,103.06,5.57,2.99,-4.33,2.37,4.5,-6.3
677719,35.89,846.77,4105.32,79.5,5.44,97.25,4.59,3.43,-5.64,2.63,4.61,-6.23
677741,35.89,846.77,4105.32,89.38,12.25,91.81,3.88,3.67,-6.64,0.94,4.25,-6.25
677763,35.89,846.77,4105.32,105.25,23.88,83.81,3.13,3.85,-7.63,0.39,4.26,-6.31
677785,35.89,846.77,4105.32,116.88,32.5,77.81,2.35,3.94,-8.87,-0.1,3.81,-6.58
677807,35.89,846.77,4105.32,129.88,42.06,70.38,1.51,3.9,-10.52,-1.32,2.51,-6.5
677829,35.89,846.77,4105.32,144.56,52.38,59.12,0.66,3.69,-12.53,-2.41,0.55,-6.48
677851,35.89,846.77,4105.32,161.44,62,38.31,-0.4,2.81,-15.93,-4.28,-2.42,-5.59
677873,35.89,846.77,4105.32,189.56,63.25,-16.62,-0.96,2.12,-16.51,-7.24,-3.34,-5.68
677895,35.89,846.77,4105.32,207.88,53.06,-39.5,-1.38,1.36,-15.94,-7.24,-3.59,-5.6
677917,35.89,846.77,4105.32,226,39.94,-50.44,-1.54,0.51,-15.89,-5.39,-5.89,-5.25
677976,35.89,846.77,4105.32,284,-5.19,-57.94,-0.47,-1.34,-17.37,-4.18,-8.83,-4.96
677998,35.89,846.77,4105.32,303.94,-20.19,-55.19,0.05,-1.56,-17.19,-13.78,-4.66,-4.32
678020,35.89,846.77,4105.32,323.81,-33.81,-48.81,0.54,-1.97,-16.9,-11.87,-6.99,-3.91
678042,35.89,846.77,4105.32,343.56,-44.75,-37.38,1.17,-2.3,-16.59,-6.65,-9.49,-3.36
678064,35.89,846.77,4105.32,12.75,-52.38,-9.81,2.25,-2.2,-16.16,1.52,-7.37,-5.98
678086,35.89,846.77,4105.32,31.81,-50.44,9.75,2.63,-1.57,-15.89,2.82,-5.44,-6.3
678108,35.89,846.77,4105.32,50.56,-44.06,24.62,2.77,-0.81,-15.8,2.95,-4.44,-6.79
678130,35.89,846.77,4105.32,69,-35.12,34.06,2.68,-0.14,-15.67,2.64,-2.26,-7.29
678152,35.89,846.77,4105.32,87.31,-24.88,39.56,2.41,0.4,-15.77,2.01,-0.41,-7.6
678174,35.89,846.77,4105.32,105.69,-13.88,42.12,1.75,0.82,-16.08,1.24,0.39,-7.51
678196,35.89,846.77,4105.32,133.06,3.06,41.56,1.26,0.81,-16.06,-0.04,1.45,-7.06
678218,35.89,846.77,4105.32,150.88,13.88,38.44,0.84,0.61,-15.83,-1.75,1.29,-6.89
678240,35.89,846.77,4105.32,168.25,23.69,32.81,0.57,0.33,-15.64,-3.32,1.32,-6.76
678262,35.89,846.77,4105.32,185.38,31.88,24.19,0.46,0.02,-15.58,-4.8,0.79,-6.52
678284,35.89,846.77,4105.32,202.5,37.56,12.19,0.55,-0.28,-15.67,-5.93,-0.31,-6.21
678306,35.89,846.77,4105.32,228.06,38.94,-10.19,1,-0.6,-15.69,-7.06,-1.02,-6.06
678328,35.89,846.77,4105.32,244.81,34.44,-24.12,1.41,-0.61,-15.44,-6.11,-3.23,-6.12
678350,35.89,846.77,4105.32,261.25,26.56,-34.88,1.77,-0.44,-15.12,-5.54,-4.71,-6.53
678372,35.89,846.77,4105.32,277.5,16.31,-42.31,2.05,-0.13,-15.06,-5.66,-6.33,-6.89
678394,35.89,846.77,4105.32,293.94,4.31,-46.94,2.2,0.35,-15.17,-4.92,-7.87,-7.18
678416,35.89,846.77,4105.32,310.44,-8.81,-49,2.13,1.33,-15.18,-4.02,-9.59,-6.41
678438,35.89,846.77,4105.32,334.94,-29.44,-47.19,1.77,1.93,-15.02,-2.25,-8.2,-7.05
678460,35.89,846.77,4105.32,351.12,-42.81,-41.25,1.2,2.31,-14.91,0.7,-6.51,-7.33
678482,35.89,846.77,4105.32,7.44,-54.69,-28.12,0.48,2.56,-15.08,1.78,-8.96,-7.25
678504,35.89,846.77,4105.32,23.88,-62.12,-2.31,-0.36,2.57,-15.23,1.83,-6.87,-6.25
678526,35.89,846.77,4105.32,40.12,-60.62,30.25,-1.66,2.07,-14.89,2.83,-4.91,-5.86
678548,35.89,846.77,4105.32,63.69,-44.75,59.88,-2.34,1.45,-14.74,3.8,-2.95,-5.3
678570,35.89,846.77,4105.32,79.19,-30.31,69.06,-2.8,0.62,-14.9,4.22,-2.31,-4.29
