Time,Temp,Pressure,Height (ft),Euler X,Euler Y,Euler Z,Ang  x,Ang  y,Ang z,Linear accel x,Linear accel y,Linear accel z
678592,35.89,846.77,4105.32,95.12,-14.12,74.5,-2.96,-0.39,-15.52,3.59,-0.87,-3.4
678614,35.89,846.77,4105.32,111.19,3,78,-2.81,-1.48,-15.62,2.14,1.79,-2.89
678636,35.89,846.77,4105.32,126.25,19.81,80.69,-2.41,-2.5,-14.85,0.43,2.15,-2.37
678658,35.89,846.77,4105.32,140.5,36.19,83.56,-1.37,-3.7,-14.37,-2.46,2.43,-1.5
678680,35.89,846.77,4105.32,161.31,60.5,91.56,-0.34,-4.23,-14.57,-3.83,2.32,-0.91
678702,35.89,846.77,4105.32,175.38,75.94,111.56,0.9,-4.42,-15.04,-5.6,2,-0.85
678757,35.89,846.77,4105.32,208.44,59,-124.56,3.77,-3.32,-13.99,-6.55,-3.51,-0.5
678779,35.89,846.77,4105.32,220.38,44.5,-121.88,4.88,-1.89,-13.92,-6.39,-5.37,-0.65
678801,35.89,846.77,4105.32,237.56,23.69,-123.06,5.29,-0.67,-14.27,-6.54,-7.17,-0.76
678823,35.89,846.77,4105.32,248.19,10.88,-125.75,5.19,1.32,-14.66,-6.16,-7.97,-0.82
678845,35.89,846.77,4105.32,257.94,-0.19,-130.06,4.64,2.57,-14.45,-4.62,-8.75,-1.05
678867,35.89,846.77,4105.32,266.69,-9.31,-135.69,3.81,3.62,-14.37,-1.81,-9.09,-0.65
678889,35.89,846.77,4105.32,42.81,-16.25,-142.56,2.72,4.38,-14.4,-1.39,-8.68,-0.44
678911,35.89,846.77,4105.32,25.81,-20.69,-149.94,0.75,4.91,-14.19,0.61,-7.82,0.73
678933,35.89,846.77,4105.32,0.62,-23.19,-160.19,-0.6,4.79,-14.06,1.4,-6.68,1.3
678955,35.89,846.77,4105.32,344.25,-23,-165.38,-1.85,4.3,-13.74,2.37,-5.51,2.23
678977,35.89,846.77,4105.32,328.25,-22.25,-168.94,-2.87,3.52,-13.46,2.84,-4.31,3.17
678999,35.89,846.77,4105.32,312.62,-21.75,-171.19,-3.62,2.52,-13.16,3.06,-3.31,3.84
679021,35.89,846.77,4105.32,297.38,-21.88,-172.56,-4.1,0.85,-12.52,3.29,-1.36,4.75
679043,35.89,846.77,4105.32,275.56,-23.69,-174.31,-4.03,-0.21,-12.04,2.65,0.17,5.46
679065,35.89,846.77,4105.32,261.75,-25.81,-176,-3.69,-1.13,-11.59,2.55,0.98,5.74
679087,35.89,846.77,4105.32,248.38,-28.25,-178.69,-3.16,-1.83,-11.19,1.95,2.26,5.98
679109,35.89,846.77,4105.32,235.62,-30.56,177.44,-2.52,-2.31,-10.65,0.86,2.15,6
679131,35.89,846.77,4105.32,223.25,-32.38,172.38,-1.47,-2.69,-10.47,0.19,2.41,5.86
679153,35.89,846.77,4105.32,211,-33.19,166.06,-0.79,-2.76,-10.29,-0.89,1.63,5.91
679175,35.89,846.77,4105.32,192.94,-31.88,155.5,-0.17,-2.68,-10.35,-1.29,2.71,5.89
679197,35.89,846.77,4105.32,180.62,-28.88,148.31,0.37,-2.53,-10.73,-1.7,1.91,5.55
679219,35.89,846.77,4105.32,167.69,-23.88,141.75,0.83,-2.29,-11.21,-2.8,0.51,5.18
679241,35.89,846.77,4105.32,285.19,-17.69,136.44,1.12,-1.99,-10.78,-4.14,0.34,4.66
679263,35.89,846.77,4105.32,293.19,-11.19,132.75,1.27,-1.47,-8.99,-5.41,0.93,4.1
679285,35.89,846.77,4105.32,303.5,-1.75,129.31,1.29,-1.17,-8.32,-5.9,-0.34,3.4
679307,35.89,846.77,4105.32,309.94,4.31,128.06,1.28,-0.97,-7.78,-6.5,-1.92,2.91
679329,35.89,846.77,4105.32,315.69,10.25,127.38,1.23,-0.88,-7.36,-5.56,-1.19,3.9
679351,35.89,846.77,4105.32,321.38,16.12,127.44,1.18,-0.82,-7.28,-6.2,-4.38,2.99
679373,35.89,846.77,4105.32,326.31,21.56,127.94,1.27,-0.79,-5.82,-5.88,-5.92,2.17
679430,35.89,846.77,4105.32,328.44,28.56,127.56,1.53,-0.86,-0.21,-7.67,-8.78,1.44
679452,35.89,846.77,4105.32,322.81,26.06,125.56,1.61,-0.99,2.84,-9.85,-10.33,0.87
679474,35.89,846.77,4105.32,313.5,20.56,122.81,1.58,-1.44,7.63,-12.98,-9.52,1.86
679496,35.89,846.77,4105.32,300.38,11.69,120.12,1.36,-1.94,10.82,-13.65,-7.74,1.09
679518,35.89,846.77,4105.32,273.75,-7.75,118.06,0.82,-2.52,13.45,-13.71,-5.62,0.69
679540,35.89,846.77,4105.32,252.19,-23.94,119.38,-0.07,-2.93,15.57,-6.11,-1.73,-0.21
679562,35.89,846.77,4105.32,228.81,-41.19,124.81,-1.14,-2.91,16.87,-9.83,-0.95,0.2
679584,35.89,846.77,4105.32,203,-58.44,141,-2.25,-2.7,19.03,-9.7,1.76,-0.13
679606,35.89,846.77,4105.32,173.94,-67.69,-170.75,-4.02,-1.73,22.48,-3.11,-0.23,-0.84
679628,35.89,846.77,4105.32,127.56,-43.44,-114.38,-4.62,-0.28,23.27,-0.38,-5.76,-0.1
679650,35.89,846.77,4105.32,96.19,-18,-104.44,-4.53,1.37,24.52,0.28,-3.06,1.77
679672,35.89,846.77,4105.32,63.38,10.94,-99.56,-3.96,2.94,26.91,4.73,-6.2,3.46
679694,35.89,846.77,4105.32,29.62,42.12,-96.19,-2.45,4.19,28.35,0.57,-15.42,4.23
679716,35.89,846.77,4105.32,355.38,74.75,-90,0.91,3.92,30.69,-7.38,-22.02,3.7
679738,35.89,846.77,4105.32,319.75,70.62,78,2.55,2.09,31.99,-9.33,-22.07,3.46
679760,35.89,846.77,4105.32,263.88,17.56,81.19,3.02,-0.69,32.9,-16.59,-21.44,-0.1
679782,35.89,846.77,4105.32,224.44,-18.19,78.56,1.73,-3.39,33.74,-15.99,-13.92,-4.36
679804,35.89,846.77,4105.32,184,-52.44,67.31,-1.08,-4.72,33.56,-12.04,-12.86,-4.97
679826,35.89,846.77,4105.32,143.44,-72.81,-0.06,-4.12,-4.16,33.36,-5.62,-12.91,-4.88
679848,35.89,846.77,4105.32,103.38,-49.88,-54.88,-6.19,-1.9,32.94,-2.27,-15.12,-0.66
679870,35.89,846.77,4105.32,45.81,-4.69,-59.94,-5.93,2.45,32,-3.73,-18.08,0.05
679892,35.89,846.77,4105.32,9,21.88,-51.12,-3.85,4.4,31.71,-7.05,-19.14,3.65
679914,35.89,846.77,4105.32,333.12,41.06,-30.19,-1.06,4.79,31.37,-11.07,-18.11,2.61
679936,35.89,846.77,4105.32,298.06,45.25,2.38,1.35,3.57,31.02,-11.6,-11.59,0.71
679958,35.89,846.77,4105.32,263.5,33.88,27.25,2.59,1.34,30.61,-9.58,-7.96,-2.44
679980,35.89,846.77,4105.32,229.31,15.94,37.88,1.72,-2.07,29.81,-4.04,-6.21,-4.78
680002,35.89,846.77,4105.32,179.12,-11.25,38.62,-1.23,-3.41,28.67,-0.75,-6.85,-5.02
680024,35.89,846.77,4105.32,146.25,-26.38,30.88,-2.27,-3.24,28.26,1.81,-9.94,-5.55
680046,35.89,846.77,4105.32,114.5,-37.31,17.56,-4.33,-1.25,26.97,3.42,-14.49,-3.97
680068,35.89,846.77,4105.32,83.56,-41.69,-1.69,-4.45,0.61,26.18,-0.35,-17.32,-1.74
680090,35.89,846.77,4105.32,53.5,-37.88,-21.38,-2.98,2.74,25.11,-4.93,-16.74,-0.98
680148,35.89,846.77,4105.32,328.12,3.75,-45.19,0.82,2.28,23.99,-11.58,-9.7,-0.43
680170,35.89,846.77,4105.32,301.38,20.88,-42.44,1.57,0.28,22.81,-11.28,-0.85,-0.93
680192,35.89,846.77,4105.32,264,42.75,-25.44,1.1,-1,21.56,-4.64,2.64,-1.53
680214,35.89,846.77,4105.32,241.44,50.31,-2.94,0.18,-1.79,19.93,1.96,4.3,-1.72
680236,35.89,846.77,4105.32,221.38,49,22.06,-0.83,-1.93,17.73,4.87,5.23,-1.93
680258,35.89,846.77,4105.32,203.75,41.19,40.31,-1.65,-1.52,15.78,8.23,3.38,-1.31
680280,35.89,846.77,4105.32,187.94,30.25,51.38,-2.17,-0.81,14.3,9.24,-2.63,-0.19
680302,35.89,846.77,4105.32,173.56,18.12,58,-2.37,0.42,12.95,8.52,-3.79,0.08
680324,35.89,846.77,4105.32,153.69,-0.88,63.25,-2.16,1.17,12.43,8.44,-5.54,0.73
680346,35.89,846.77,4105.32,141.06,-13.94,64.69,-1.63,1.78,12.27,8.13,-6.26,1.12
680368,35.89,846.77,4105.32,128.25,-27.44,64.5,-0.98,2.17,12.66,1.42,3.44,-2.99
680390,35.89,846.77,4105.32,115.06,-41.31,62.44,-0.55,2.29,12.86,-2.54,-14.19,4.17
680412,35.89,846.77,4105.32,102.19,-54.81,56.81,0.37,2.28,12.63,-2.19,-10.68,3.23
680434,35.89,846.77,4105.32,84.88,-71.06,30.62,1.7,1.63,11.44,-2.05,-9.15,2.47
680456,35.89,846.77,4105.32,74.62,-74.62,-10.38,2.21,0.93,10.7,-8.56,-10.73,5
680478,35.89,846.77,4105.32,65.62,-69.56,-44.38,2.56,-0.07,9.72,-6.87,-7.98,3.28
680500,35.89,846.77,4105.32,58.06,-61.12,-59.25,2.62,-1.01,8.72,-6.82,-3.01,3.07
680522,35.89,846.77,4105.32,52.06,-52.62,-65.69,2.48,-1.9,7.39,-6.71,0.64,2.55
680544,35.89,846.77,4105.32,48.12,-45.38,-68.31,2.05,-3.02,4.77,-6.77,1.8,2.06
680566,35.89,846.77,4105.32,46.5,-37.5,-68.94,1.69,-3.6,2.75,-6.52,4.42,2.1
680588,35.89,846.77,4105.32,48.38,-34.62,-67.94,1.34,-4.03,0.78,-3.66,3.6,1.64
680610,35.89,846.77,4105.32,52.19,-33.25,-66.25,1.13,-4.3,-0.83,-3.51,2.71,1.36
680632,35.89,846.77,4105.32,57.5,-33.06,-63.94,1.06,-4.51,-2.2,-1.11,2.02,0.44
680654,35.89,846.77,4105.32,64.06,-33.69,-61.12,1.11,-4.59,-3.32,-2.09,4.12,0.85
680676,35.89,846.77,4105.32,74.69,-34.88,-56.81,1.4,-4.54,-3.6,-1.31,4.86,2.43
680698,35.89,846.77,4105.32,81.62,-35.38,-53.88,1.42,-4.51,-3.64,1.24,2.02,-0.94
680720,35.89,846.77,4105.32,88.44,-35.56,-51,1.54,-4.4,-3.68,2.12,2.43,-0.56
680742,35.89,846.77,4105.32,95.19,-35.62,-48.31,1.65,-4.22,-3.71,2.77,3.82,0.75
680764,35.89,846.77,4105.32,101.81,-35.62,-45.75,1.7,-4,-3.79,3.85,2.99,-1.89
680786,35.89,846.77,4105.32,108.31,-35.62,-43.38,1.8,-3.6,-3.93,4.21,4.28,-1.74
680808,35.89,846.77,4105.32,118,-35.75,-40.12,1.86,-3.32,-4.05,3.9,5.12,-2.11
680830,35.89,846.77,4105.32,124.44,-36,-38.06,1.86,-3.05,-4.2,3.43,5.01,-2.9
680885,35.89,846.77,4105.32,140.62,-37.12,-32.62,1.87,-2.37,-4.59,2.71,5.73,-3.05
680907,35.89,846.77,4105.32,147.19,-37.81,-30.31,1.86,-2.13,-4.75,2.15,5.99,-2.83
680929,35.89,846.77,4105.32,157.19,-39,-26.5,1.86,-1.73,-5,1.53,5.02,-3.26
680951,35.89,846.77,4105.32,164,-39.88,-23.81,1.89,-1.47,-5.16,1.71,3.47,-4.15
680973,35.89,846.77,4105.32,170.88,-40.75,-20.88,1.93,-1.2,-5.29,-0.95,6.23,-2.36
680995,35.89,846.77,4105.32,177.69,-41.62,-17.75,1.87,-1.01,-5.31,-0.45,4.55,-3.7
681017,35.89,846.77,4105.32,184.38,-42.31,-14.62,1.87,-0.79,-5.13,-0.84,4.61,-3.61
681039,35.89,846.77,4105.32,193.94,-43.12,-10.06,1.82,-0.52,-4.81,-2.7,5.81,-3.01
681061,35.89,846.77,4105.32,199.69,-43.38,-7.31,1.74,-0.43,-4.38,-2.18,5.97,-3.31
681083,35.89,846.77,4105.32,204.94,-43.44,-5,1.67,-0.38,-3.86,-2.7,5.74,-3.08
681105,35.89,846.77,4105.32,209.5,-43.25,-3.12,1.62,-0.39,-3.35,-2.28,5.96,-3.6
681127,35.89,846.77,4105.32,213.62,-42.94,-1.69,1.59,-0.41,-2.94,-3.22,5.29,-3.57
681149,35.89,846.77,4105.32,217.19,-42.5,-0.81,1.58,-0.5,-2.27,-2.73,5.26,-3.87
681171,35.89,846.77,4105.32,221.56,-41.69,-0.31,1.58,-0.56,-1.8,-3.41,5.75,-3.58
681193,35.89,846.77,4105.32,223.88,-41,-0.62,1.57,-0.65,-1.35,-3.25,6.21,-3.56
681215,35.89,846.77,4105.32,226.19,-40.19,-1.38,1.55,-0.75,-0.94,-3.69,5.88,-3.7
681237,35.89,846.77,4105.32,227.5,-39.31,-2.5,1.52,-0.88,-0.47,-3.59,6.93,-3.37
681259,35.89,846.77,4105.32,228.12,-38.12,-4.06,1.46,-1.1,0.14,-3.48,6.65,-3.44
681281,35.89,846.77,4105.32,228.38,-36.75,-5.81,1.39,-1.28,0.52,-2.5,5.79,-4.16
681303,35.89,846.77,4105.32,228.19,-34.44,-8.62,1.34,-1.4,0.72,-2.54,5.65,-3.99
681325,35.89,846.77,4105.32,227.88,-32.62,-10.5,1.29,-1.51,0.91,-2.25,5.13,-4.26
681347,35.89,846.77,4105.32,227.25,-30.69,-12.38,1.24,-1.63,1.09,-2.12,4.91,-4.29
681369,35.89,846.77,4105.32,226.5,-28.56,-14.19,1.2,-1.73,1.21,-2.08,4.75,-4.35
681391,35.89,846.77,4105.32,225.62,-26.25,-15.94,1.09,-1.84,1.29,-2.01,4.47,-4.54
681413,35.89,846.77,4105.32,224.31,-22.69,-18.12,0.98,-1.88,1.28,-1.97,4.58,-4.35
681435,35.89,846.77,4105.32,223.44,-20.25,-19.38,0.84,-1.89,1.22,-1.38,4.96,-4.07
681457,35.89,846.77,4105.32,222.69,-17.81,-20.38,0.7,-1.88,1.09,-0.76,4.48,-4.22
681479,35.89,846.77,4105.32,222.12,-15.56,-21.12,0.58,-1.83,0.92,-0.87,4.61,-4.06
681501,35.89,846.77,4105.32,221.69,-13.38,-21.69,0.39,-1.73,0.65,-0.34,5.39,-3.57
681558,35.89,846.77,4105.32,221.5,-7.88,-22.19,0.01,-1.54,0.11,-0.87,5.77,-3.07
681580,35.89,846.77,4105.32,221.88,-6.38,-22,-0.14,-1.5,-0.1,-1,5.65,-3.29
681602,35.89,846.77,4105.32,222.44,-4.94,-21.62,-0.35,-1.44,-0.37,0.09,6.4,-2.84
681624,35.89,846.77,4105.32,223.19,-3.69,-21.12,-0.5,-1.36,-0.54,-0.24,5.3,-3.49
681646,35.89,846.77,4105.32,224.56,-1.94,-20.12,-0.63,-1.29,-0.71,0.32,6.2,-3.01
681668,35.89,846.77,4105.32,225.75,-1,-19.31,-0.74,-1.22,-0.88,0,5.19,-3.57
681690,35.89,846.77,4105.32,227.06,-0.12,-18.38,-0.81,-1.15,-1.03,0.51,4.95,-3.64
681712,35.89,846.77,4105.32,228.5,0.56,-17.44,-0.88,-1.07,-1.18,0.54,5.39,-3.19
681734,35.89,846.77,4105.32,230.06,1.25,-16.44,-1,-0.93,-1.33,0.8,4.79,-3.34
681756,35.89,846.77,4105.32,232.62,2,-14.81,-1.06,-0.83,-1.46,0.85,4.3,-3.22
681778,35.89,846.77,4105.32,234.5,2.44,-13.62,-1.1,-0.73,-1.57,1.04,3.95,-3.12
681800,35.89,846.77,4105.32,236.44,2.69,-12.5,-1.12,-0.63,-1.68,0.66,3.01,-3.32
681822,35.89,846.77,4105.32,238.75,2.88,-11.38,-1.11,-0.53,-1.78,0.63,3.1,-3.2
681844,35.89,846.77,4105.32,240.88,3,-10.25,-1.08,-0.39,-1.94,0.37,2.52,-3.13
681866,35.89,846.77,4105.32,243.12,3.06,-9.19,-1.04,-0.31,-2.03,0,2.08,-3.01
681888,35.89,846.77,4105.32,246.62,3,-7.69,-0.99,-0.23,-2.1,-0.25,1.87,-3.17
681910,35.89,846.77,4105.32,249.06,2.88,-6.75,-0.92,-0.15,-2.18,-0.71,1.47,-2.78
681932,35.89,846.77,4105.32,251.56,2.69,-5.94,-0.84,-0.07,-2.25,-0.66,1.27,-2.89
681954,35.89,846.77,4105.32,254.19,2.44,-5.19,-0.76,0.01,-2.33,-0.84,1.1,-3.02
681976,35.89,846.77,4105.32,256.81,2.12,-4.5,-0.64,0.14,-2.46,-1.05,1.03,-2.84
681998,35.89,846.77,4105.32,261,1.56,-3.62,-0.56,0.24,-2.52,-1.22,0.74,-3.39
682020,35.89,846.77,4105.32,263.81,1,-3.19,-0.46,0.34,-2.54,-1.35,0.66,-3.63
682042,35.89,846.77,4105.32,266.56,0.44,-2.75,-0.37,0.44,-2.53,-1.63,0.45,-3.78
682064,35.89,846.77,4105.32,269.38,-0.19,-2.44,-0.28,0.53,-2.55,-1.66,0.45,-4.08
682086,35.89,846.77,4105.32,272.25,-1,-2.19,-0.2,0.63,-2.54,-1.79,0.28,-4.63
682108,35.89,846.77,4105.32,275.06,-1.88,-1.94,-0.1,0.78,-2.48,-1.74,0.33,-4.91
682130,35.89,846.77,4105.32,279.19,-3.38,-1.62,-0.05,0.89,-2.38,-1.73,0.41,-4.94
682152,35.89,846.77,4105.32,281.69,-4.5,-1.44,-0.02,1,-2.23,-1.69,0.16,-5.06
682174,35.89,846.77,4105.32,284.12,-5.81,-1.19,0,1.13,-2.07,-1.85,0.07,-5.18
682196,35.89,846.77,4105.32,286.25,-7.19,-1,0,1.25,-1.88,-1.83,0.12,-5.54
682218,35.89,846.77,4105.32,288.19,-8.69,-0.69,0.01,1.38,-1.7,-1.74,0.1,-5.66
682240,35.89,846.77,4105.32,290.69,-11.25,-0.25,-0.01,1.57,-1.4,-1.76,0.16,-5.83
682262,35.89,846.77,4105.32,292.06,-13.12,0,-0.03,1.7,-1.18,-1.82,-0.01,-5.75
682284,35.89,846.77,4105.32,293.19,-15.12,0.31,-0.05,1.83,-0.93,-2.13,0.04,-5.64
682344,35.89,846.77,4105.32,295.12,-21.69,1.19,-0.08,2.09,-0.29,-3.32,-0.17,-4.87
682366,35.89,846.77,4105.32,295.31,-24.06,1.38,-0.07,2.12,-0.12,-3.67,0.11,-4.52
682388,35.89,846.77,4105.32,295.31,-26.44,1.44,-0.05,2.13,0.05,-4.86,-0.67,-3.6
682410,35.89,846.77,4105.32,295.06,-28.75,1.38,0.04,2.06,0.4,-5.4,-0.44,-3.56
682432,35.89,846.77,4105.32,294.25,-32.12,0.75,0.13,1.99,0.64,-5.2,-0.97,-3.74
682454,35.89,846.77,4105.32,293.5,-34.31,0,0.24,1.93,0.83,-6.54,-0.62,-3.39
682476,35.89,846.77,4105.32,292.38,-36.31,-1.25,0.38,1.74,1.29,-7.07,0.66,-3.35
682498,35.89,846.77,4105.32,290.81,-38,-3.06,0.46,1.56,1.57,-8.95,1.3,-2.5
682520,35.89,846.77,4105.32,289,-39.38,-5.25,0.52,1.29,1.79,-8.86,2.97,-2.39
682542,35.89,846.77,4105.32,285.81,-40.62,-9.06,0.51,0.84,2.04,-8.89,3.97,-2.19
682564,35.89,846.77,4105.32,283.69,-40.88,-11.62,0.42,0.52,2.06,-7.7,5,-2.35
682586,35.89,846.77,4105.32,281.44,-40.75,-13.94,0.31,0.27,1.97,-6.57,5.34,-2.11
682608,35.89,846.77,4105.32,279.56,-40.31,-15.81,0.2,0.04,1.7,-6.31,5.79,-1.5
682630,35.89,846.77,4105.32,277.75,-39.69,-17.25,0.06,-0.17,1.46,-5.42,5.44,-1.53
682652,35.89,846.77,4105.32,276.38,-39,-18.25,-0.07,-0.4,1.11,-5.72,5.77,-0.11
682674,35.89,846.77,4105.32,274.69,-37.69,-19.06,-0.18,-0.57,0.8,-2.89,3.66,-1.78
682696,35.89,846.77,4105.32,274.19,-36.81,-19.06,-0.23,-0.65,0.42,-3.38,3.77,-1.24
682718,35.89,846.77,4105.32,274.06,-36.06,-18.62,-0.29,-0.74,0.05,-2.44,2.7,-2.01
682740,35.89,846.77,4105.32,274.19,-35.25,-18,-0.29,-0.79,-0.25,-2.71,2.14,-2.17
682762,35.89,846.77,4105.32,274.69,-34.56,-17.19,-0.25,-0.86,-0.51,-2.02,2.09,-2.46
682784,35.89,846.77,4105.32,275.38,-33.81,-16.38,-0.21,-0.89,-0.64,-2.03,1.07,-3.06
682806,35.89,846.77,4105.32,276.62,-32.69,-15.06,-0.15,-0.92,-0.75,-1.94,1.36,-3.23
682828,35.89,846.77,4105.32,277.62,-31.88,-14.25,-0.09,-0.94,-0.81,-2.15,1.38,-3.22
682850,35.89,846.77,4105.32,278.62,-31.06,-13.44,-0.03,-0.96,-0.85,-1.9,1.47,-3.62
682872,35.89,846.77,4105.32,279.69,-30.25,-12.81,0.03,-0.97,-0.85,-2.7,1.12,-3.66
682894,35.89,846.77,4105.32,280.75,-29.38,-12.25,0.11,-0.99,-0.74,-1.98,1.11,-3.65
682949,35.89,846.77,4105.32,283.12,-32.06,-14.88,0.21,-1.05,-0.46,-2.04,1.27,-3.25
682971,35.89,846.77,4105.32,283.69,-33.44,-16.56,0.26,-1.09,-0.36,-2.11,1.42,-2.7
682993,35.89,846.77,4105.32,284.88,-32.38,-16.5,0.28,-1.12,-0.27,-1.76,2.02,-3.01
683015,35.89,846.77,4105.32,285.38,-31.19,-16.44,0.28,-1.14,-0.18,-1.5,2.39,-2.94
683037,35.89,846.77,4105.32,286.81,-29.44,-16.44,0.25,-1.15,-0.13,-1.7,2.24,-2.95
683059,35.89,846.77,4105.32,287.19,-28.25,-16.44,0.22,-1.15,-0.1,-1.65,2.56,-2.89
683081,35.89,846.77,4105.32,288.06,-27.06,-16.38,0.18,-1.14,-0.06,-1.46,2.55,-2.32
683103,35.89,846.77,4105.32,288.38,-25.88,-16.38,0.14,-1.13,-0.07,-1.34,2.62,-2.09
683125,35.89,846.77,4105.32,288.62,-24.69,-16.25,0.1,-1.11,-0.06,-1.05,2.49,-1.89
683147,35.89,846.77,4105.32,289.25,-23.56,-16.19,0.04,-1.06,0.12,-0.96,2.38,-1.72
683169,35.89,846.77,4105.32,289.19,-21.81,-16.19,0,-1.02,0.25,-0.76,2.51,-1.39
683191,35.89,846.77,4105.32,289.81,-20.69,-16.12,-0.05,-0.96,0.33,-0.73,2.04,-1.27
683213,35.89,846.77,4105.32,289.44,-19.56,-16.12,-0.09,-0.9,0.49,-0.3,1.83,-1.13
683235,35.89,846.77,4105.32,289.31,-18.44,-16.12,-0.12,-0.82,0.67,-0.27,1.8,-1.16
683257,35.89,846.77,4105.32,288.56,-17.44,-16.12,-0.15,-0.68,0.87,0.01,1.83,-1.13
683279,35.89,846.77,4105.32,287.62,-16,-16.25,-0.17,-0.59,0.98,0.14,1.61,-1.28
683301,35.89,846.77,4105.32,286.5,-15.12,-16.31,-0.2,-0.48,1.09,0.11,1.69,-1.23
683323,35.89,846.77,4105.32,285.25,-14.31,-16.38,-0.22,-0.37,1.18,0.21,1.7,-1.13
683345,35.89,846.77,4105.32,284.19,-13.62,-16.38,-0.25,-0.26,1.23,0.25,1.7,-1.19
683367,35.89,846.77,4105.32,282.81,-13.06,-16.38,-0.27,-0.14,1.26,-0.01,1.94,-0.5
683389,35.89,846.77,4105.32,281.88,-12.62,-16.38,-0.32,0.03,1.32,0.06,1.91,-0.95
683411,35.89,846.77,4105.32,279.5,-12.12,-16.31,-0.35,0.14,1.37,0.05,2.82,-0.55
683433,35.89,846.77,4105.32,278.38,-11.94,-16.19,-0.41,0.26,1.38,0.22,2.82,-0.83
683455,35.89,846.77,4105.32,276.75,-11.88,-16,-0.48,0.39,1.38,0.29,3.45,-0.4
683477,35.89,846.77,4105.32,275.12,-12,-15.75,-0.56,0.52,1.35,0.48,2.97,-1.29
683499,35.89,846.77,4105.32,273.94,-12.25,-15.44,-0.67,0.75,1.31,0.33,3.01,-1.06
683521,35.89,846.77,4105.32,271.5,-13,-14.81,-0.72,0.9,1.27,0.48,2.66,-1.07
683543,35.89,846.77,4105.32,270.06,-13.75,-14.38,-0.76,1.05,1.22,0.23,2.66,-0.84
683565,35.89,846.77,4105.32,268.5,-14.69,-13.88,-0.79,1.2,1.19,0.39,2.07,-1.51
683587,35.89,846.77,4105.32,267.31,-15.81,-13.44,-0.79,1.35,1.18,0.34,1.79,-1.85
683609,35.89,846.77,4105.32,265.69,-17.06,-13.06,-0.77,1.49,1.18,0.16,1.51,-2.08
683631,35.89,846.77,4105.32,264,-18.5,-12.81,-0.71,1.69,1.24,0.05,1.48,-2.21
683653,35.89,846.77,4105.32,261.88,-20.81,-12.69,-0.64,1.8,1.32,-0.28,1.36,-2.68
683675,35.89,846.77,4105.32,259.88,-22.56,-12.94,-0.5,1.96,1.56,-0.19,1.26,-3.08
683697,35.89,846.77,4105.32,257.69,-24.31,-13.5,-0.39,2.06,1.75,-0.18,1.43,-3.09
683719,35.89,846.77,4105.32,255.25,-26.12,-14.38,-0.25,2.15,1.92,-0.12,1.3,-3.47
683741,35.89,846.77,4105.32,252.69,-27.88,-15.62,-0.09,2.22,2.06,-0.11,1.21,-3.61
683798,35.89,846.77,4105.32,243.81,-32.56,-22.44,0.54,2.33,2.65,-0.63,1.14,-3.55
683820,35.89,846.77,4105.32,240.5,-33.69,-25.75,0.79,2.32,2.82,-1.04,1.43,-3.36
683842,35.89,846.77,4105.32,237.06,-34.44,-29.56,1.04,2.27,2.91,-0.74,1.53,-3.12
683864,35.89,846.77,4105.32,232,-34.88,-35.88,1.4,2.14,2.89,-1.14,1.69,-3.02
683886,35.89,846.77,4105.32,228.75,-34.75,-40.31,1.61,2.03,2.76,-1.29,2.22,-2.84
683908,35.89,846.77,4105.32,225.88,-34.38,-44.62,1.75,1.9,2.49,-1.15,2.14,-2.91
683930,35.89,846.77,4105.32,223.38,-34,-48.81,1.84,1.8,2.1,-2.23,3.36,-2.41
683952,35.89,846.77,4105.32,221.25,-33.62,-52.69,1.81,1.7,1.72,-2.67,2.64,-2.44
683974,35.89,846.77,4105.32,219.5,-33.38,-56.25,1.69,1.57,1.22,-1.73,4.38,-2.21
683996,35.89,846.77,4105.32,217.62,-33.19,-61,1.54,1.5,0.9,-1.46,4.12,-2.17
684018,35.89,846.77,4105.32,216.62,-33.25,-63.69,1.36,1.44,0.61,-2.42,4.85,-1.62
684040,35.89,846.77,4105.32,215.88,-33.56,-66.06,1.14,1.35,0.31,-1.98,3.96,-1.59
684062,35.89,846.77,4105.32,215.38,-34,-68.06,0.93,1.27,0.04,-1.72,4.32,-1.52
684084,35.89,846.77,4105.32,215.12,-34.62,-69.69,0.67,1.18,-0.23,-2.48,5.05,-1.3
684106,35.89,846.77,4105.32,215.19,-36.06,-71.31,0.26,1.02,-0.68,-1.44,4.54,-1.3
684128,35.89,846.77,4105.32,215.56,-37.31,-71.88,-0.01,0.89,-0.95,-2.17,4.69,-0.84
684150,35.89,846.77,4105.32,216.38,-38.75,-72,-0.29,0.74,-1.21,-1.79,4.45,-0.82
684172,35.89,846.77,4105.32,217.25,-40.44,-71.56,-0.55,0.58,-1.45,-1.57,4.35,-0.85
684194,35.89,846.77,4105.32,218.31,-42.38,-70.62,-0.8,0.4,-1.74,-1.69,3.9,-0.93
684216,35.89,846.77,4105.32,219.75,-44.5,-69.12,-1.14,0.1,-2.25,-2.38,3.72,-1.1
684238,35.89,846.77,4105.32,222.81,-48.25,-65.31,-1.34,-0.15,-2.64,-2.02,3.21,-1.34
684260,35.89,846.77,4105.32,225.25,-51,-61.62,-1.49,-0.41,-3.01,-1.99,3.47,-1.39
